created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2024-03-26T21:39:50+00:00,1,17.49,37.2,312.0,,,,
2024-03-26T21:39:51+00:00,2,-15.45,58.3,426.64,,,,
2024-03-26T21:39:52+00:00,3,-25.1,61.37,1773.84,,,,
2024-03-26T21:39:53+00:00,4,-43.76,52.21,1042.4,,,,
2024-03-26T21:39:54+00:00,5,-8.43,45.91,982.81,,,,
2024-03-26T21:39:55+00:00,6,42.58,88.45,1317.69,,,,
2024-03-26T21:39:56+00:00,7,7.69,88.51,534.8,,,,
2024-03-26T21:39:57+00:00,8,18.7,43.26,1377.15,,,,
2024-03-26T21:39:58+00:00,9,-16.16,56.57,1050.69,,,,
2024-03-26T21:39:59+00:00,10,41.42,55.05,1035.5,,,,
2024-03-26T21:40:00+00:00,11,-46.56,34.51,1069.73,,,,
2024-03-26T21:40:01+00:00,12,18.49,52.37,1072.85,,,,
2024-03-26T21:40:02+00:00,13,-30.95,48.25,1134.11,,,,
2024-03-26T21:40:03+00:00,14,47.44,23.35,987.74,,,,
2024-03-26T21:40:07+00:00,15,-44.83,23.69,694.77,,,,
2024-03-26T21:40:08+00:00,16,-36.51,92.71,580.27,,,,
2024-03-26T21:40:09+00:00,17,-33.84,98.81,945.62,,,,
2024-03-26T21:40:10+00:00,18,39.89,92.46,1870.99,,,,
2024-03-26T21:40:12+00:00,19,-45.18,60.5,843.63,,,,
2024-03-26T21:40:13+00:00,20,2.12,23.84,1468.04,,,,
2024-03-26T21:40:15+00:00,21,-35.82,46.27,312.01,,,,
2024-03-26T21:40:16+00:00,22,32.62,49.61,1938.29,,,,
2024-03-26T21:40:17+00:00,23,-7.38,54.41,1904.73,,,,
2024-03-26T21:40:18+00:00,24,38.76,70.46,1089.73,,,,
2024-03-26T21:40:19+00:00,25,15.45,7.43,1372.81,,,,
2024-03-26T21:40:20+00:00,26,-40.9,23.04,826.88,,,,
2024-03-26T21:40:21+00:00,27,22.77,94.07,1966.58,,,,
2024-03-26T21:40:22+00:00,28,48.37,5.7,570.32,,,,
2024-03-26T21:40:23+00:00,29,-29.96,36.82,1980.64,,,,
2024-03-26T21:40:24+00:00,30,47.88,42.16,498.38,,,,
2024-03-26T21:40:25+00:00,31,-14.11,29.68,1913.69,,,,
2024-03-26T21:40:26+00:00,32,-26.37,96.73,549.09,,,,
2024-03-26T21:40:27+00:00,33,47.53,38.16,646.11,,,,
2024-03-26T21:40:28+00:00,34,-13.35,4.11,1106.87,,,,
2024-03-26T21:40:29+00:00,35,26.19,50.04,1762.8,,,,
2024-03-26T21:40:30+00:00,36,-47.36,23.26,1984.17,,,,
2024-03-26T21:40:31+00:00,37,-16.6,82.75,1043.87,,,,
2024-03-26T21:40:32+00:00,38,-43.89,7.78,400.36,,,,
2024-03-26T21:40:33+00:00,39,-36.97,21.28,365.92,,,,
2024-03-26T21:40:34+00:00,40,-41.36,19.79,931.74,,,,
2024-03-26T21:40:35+00:00,41,-46.4,25.13,1259.92,,,,
2024-03-26T21:40:36+00:00,42,-36.03,62.97,312.89,,,,
2024-03-26T21:40:38+00:00,43,12.29,48.94,1821.52,,,,
2024-03-26T21:40:39+00:00,44,-1.97,0.12,392.8,,,,
2024-03-26T21:40:40+00:00,45,-34.7,22.02,1382.4,,,,
2024-03-26T21:40:41+00:00,46,35.55,27.31,1678.34,,,,
2024-03-26T21:40:42+00:00,47,40.94,83.31,575.86,,,,
2024-03-26T21:40:43+00:00,48,-28.75,8.61,634.19,,,,
2024-03-26T21:40:44+00:00,49,11.41,28.27,790.48,,,,
2024-03-26T21:40:45+00:00,50,14.65,78.45,491.28,,,,
2024-03-26T21:40:47+00:00,51,29.38,49.03,1888.79,,,,
2024-03-26T21:40:48+00:00,52,-37.37,34.0,1580.8,,,,
2024-03-26T21:40:49+00:00,53,-23.33,3.4,1020.41,,,,
2024-03-26T21:40:50+00:00,54,39.06,35.53,710.24,,,,
2024-03-26T21:40:51+00:00,55,41.25,43.81,1642.49,,,,
2024-03-26T21:40:52+00:00,56,49.44,57.11,1897.15,,,,
2024-03-26T21:40:53+00:00,57,-3.6,93.64,577.32,,,,
2024-03-26T21:40:54+00:00,58,25.08,77.34,576.25,,,,
2024-03-26T21:40:55+00:00,59,-26.38,81.78,316.11,,,,
2024-03-26T21:40:57+00:00,60,6.09,70.16,1077.39,,,,
2024-03-26T21:40:58+00:00,61,10.08,90.42,1252.57,,,,
2024-03-26T21:40:59+00:00,62,33.48,79.63,1678.4,,,,
2024-03-26T21:41:00+00:00,63,20.21,41.99,525.82,,,,
2024-03-26T21:41:01+00:00,64,11.01,29.31,912.02,,,,
2024-03-26T21:41:02+00:00,65,-15.08,5.76,1202.27,,,,
2024-03-26T21:41:03+00:00,66,6.56,8.31,894.36,,,,
2024-03-26T21:41:04+00:00,67,24.63,1.51,1037.54,,,,
2024-03-26T21:41:05+00:00,68,2.62,79.48,1047.83,,,,
2024-03-26T21:41:06+00:00,69,33.35,3.22,576.52,,,,
2024-03-26T21:41:07+00:00,70,-34.65,90.96,971.71,,,,
2024-03-26T21:41:08+00:00,71,26.45,68.49,751.68,,,,
2024-03-26T21:41:10+00:00,72,-47.54,97.75,1197.96,,,,
2024-03-26T21:41:11+00:00,73,-12.67,40.19,849.67,,,,
2024-03-26T21:41:12+00:00,74,30.29,72.77,1598.55,,,,
2024-03-26T21:41:13+00:00,75,-7.63,64.84,1366.02,,,,
2024-03-26T21:41:14+00:00,76,-28.49,89.19,781.9,,,,
2024-03-26T21:41:15+00:00,77,19.58,70.19,720.81,,,,
2024-03-26T21:41:16+00:00,78,2.95,88.35,1514.23,,,,
2024-03-26T21:41:17+00:00,79,-6.76,27.55,1862.52,,,,
2024-03-26T21:41:18+00:00,80,49.18,56.18,1128.17,,,,
2024-03-26T21:41:19+00:00,81,7.07,35.08,817.08,,,,
2024-03-26T21:41:20+00:00,82,-8.68,43.9,933.17,,,,
2024-03-26T21:41:21+00:00,83,13.59,38.89,1291.04,,,,
2024-03-26T21:41:22+00:00,84,14.23,12.09,1776.36,,,,
2024-03-26T21:41:23+00:00,85,22.87,14.25,1899.33,,,,
2024-03-26T21:41:24+00:00,86,32.15,76.5,1169.84,,,,
2024-03-26T21:41:25+00:00,87,-31.34,86.28,1968.52,,,,
2024-03-26T21:41:26+00:00,88,-37.52,53.43,794.78,,,,
2024-03-26T21:41:27+00:00,89,19.33,5.27,849.29,,,,
2024-03-26T21:41:28+00:00,90,-22.52,79.53,346.71,,,,
2024-03-26T21:41:29+00:00,91,19.35,29.12,514.49,,,,
2024-03-26T21:41:30+00:00,92,-38.83,9.34,550.3,,,,
2024-03-26T21:41:31+00:00,93,-6.65,92.63,710.21,,,,
2024-03-26T21:41:32+00:00,94,18.21,71.96,1182.31,,,,
2024-03-26T21:41:33+00:00,95,34.22,57.34,961.21,,,,
2024-03-26T21:41:34+00:00,96,-8.73,50.62,1790.72,,,,
2024-03-26T21:41:35+00:00,97,-19.67,66.29,1494.07,,,,
2024-03-26T21:41:36+00:00,98,-44.63,11.23,1141.88,,,,
